,diameter,average_shortest_path_length,average_clustering_coefficient,average_degree,n_nodes,n_edges,avg_degree_centrality
749,5,3.2385678704432475,0.3732554786307437,16.0,1084,8672,0.014773776546629732
750,5,3.4816463414634145,0.4211315617604983,14.0,1025,7175,0.013671875
751,5,3.2676028209448917,0.4139461054870871,16.0,981,7848,0.016326530612244896
752,5,3.3730694594378257,0.38143308866397674,14.0,962,6734,0.014568158168574402
753,5,3.32575095627551,0.4231165531887875,16.0,1082,8656,0.014801110083256243
754,5,3.091334583972865,0.3730740626462782,18.0,1078,9702,0.016713091922005572
755,4,2.6375053299892897,0.052242512037570965,17.85164835164835,1092,9747,0.016362647435058067
756,4,2.7373614336044394,0.050304845950194035,13.899280575539569,973,6762,0.014299671374011905
757,4,2.662532305062757,0.05426991719603504,15.870182555780932,986,7824,0.01611186046272176
758,4,2.660077000057895,0.05375416286017595,15.869918699186991,984,7808,0.016144373040881985
759,5,3.4636067449009813,0.4204960117125901,14.0,990,6930,0.014155712841253793
760,5,3.307457515261508,0.4197009342426846,16.0,1045,8360,0.015325670498084294
761,4,2.653380471641611,0.056272934940565046,15.867219917012449,964,7648,0.016476863880594442
762,4,2.7225004332795155,0.05075126154163619,13.895410885805763,937,6510,0.014845524450647185
763,4,2.7558004628828088,0.04671539100198405,13.902293120638086,1003,6972,0.01387454403257294
764,4,2.675353282922619,0.05465146354705554,15.877277085330777,1043,8280,0.015237310062697481
765,4,2.739239009672915,0.048915841983784694,13.901109989909182,991,6888,0.014041525242332509
766,4,2.6314816616402372,0.05316599333991724,17.850415512465375,1083,9666,0.016497611379358016
767,4,2.7731985998282807,0.042844073100433464,13.904854368932039,1030,7161,0.013512978006736674
768,4,2.684363465012173,0.051786639981203794,15.880485527544351,1071,8504,0.014841575259387245
769,4,2.675133687412048,0.05444179189563241,15.878095238095238,1050,8336,0.015136411094466385
770,5,3.3769052033123224,0.4057634979304233,14.0,900,6300,0.01557285873192436
771,4,2.7367177273992587,0.05131748022219811,13.902681231380338,1007,7000,0.013819762655447652
772,4,2.719045422309742,0.05659084495797383,13.89507494646681,934,6489,0.014892899192354566
773,5,3.2989328362191594,0.4146850636300975,16.0,1043,8344,0.01535508637236085
774,5,3.2506714842044184,0.3966520329243027,16.0,1002,8016,0.015984015984015984
775,4,2.672007483497476,0.0558925209092801,15.87981220657277,1065,8456,0.014924635532493203
776,5,3.3618733306431468,0.3936704886057883,14.0,913,6391,0.015350877192982454
777,5,3.172627994240128,0.42570656396226236,18.0,1069,9621,0.016853932584269662
778,5,3.3637291883454736,0.3844851633169563,14.0,961,6727,0.014583333333333334
779,4,2.739473863095643,0.045667418076524344,13.895744680851063,940,6531,0.014798450139351507
780,5,3.301421800947867,0.411596749727819,16.0,1056,8448,0.015165876777251187
781,5,3.235242739795845,0.3946499199684575,16.0,987,7896,0.016227180527383367
782,4,2.664874070842492,0.052328796277614914,15.868986693961105,977,7752,0.016259207678238838
783,5,3.324627235758918,0.42568830931433693,16.0,1044,8352,0.015340364333652925
784,5,3.242643789601512,0.39448614888788747,16.0,1011,8088,0.01584158415841585
785,4,2.686105424554132,0.0525538967877174,15.88256880733945,1090,8656,0.014584544359356704
786,4,2.725,0.05119139120057412,13.897916666666667,960,6671,0.014492092457420924
787,4,2.7315213352161125,0.05313178993585332,13.899073120494336,971,6748,0.014328941361334366
788,5,3.3016554314097055,0.4045507680538338,16.0,1077,8616,0.01486988847583643
789,4,2.6854704509416147,0.051497581923347,15.879245283018868,1060,8416,0.014994565895201956
790,5,3.359639860676028,0.3741235306042717,14.0,956,6692,0.014659685863874347
791,4,2.6952191745049947,0.04834246216194664,15.881809787626961,1083,8600,0.014678197585607174
792,4,2.6388667916817328,0.051158530034813784,17.851512373968834,1091,9738,0.016377534288044802
793,5,3.2109361715982967,0.36879403856082854,16.0,1052,8416,0.015223596574690773
794,5,3.2006393045308914,0.3602970954153394,16.0,1043,8344,0.015355086372360847
795,5,3.440902721407186,0.41576244041195304,14.0,954,6678,0.014690451206715636
796,5,3.46650392945906,0.4186172021840793,14.0,997,6979,0.014056224899598393
797,6,3.555464298927118,0.37763942096219966,12.0,901,5406,0.013333333333333332
798,5,3.2904539751212845,0.4134240049606032,16.0,1037,8296,0.015444015444015443
799,4,2.66912172813817,0.05137867967771659,15.868583162217659,974,7728,0.016308924113276117
800,5,3.2221565484716654,0.36921802810387055,16.0,1062,8496,0.015080113100848256
801,5,3.3334371901996884,0.369985242190041,14.0,921,6447,0.015217391304347825
802,4,2.747548843395582,0.04500211209648532,13.896186440677965,944,6559,0.014736146808778333
803,5,3.2742626488066207,0.4113059880575978,16.0,1013,8104,0.015810276679841896
804,5,3.327458052375725,0.3740347332883348,14.0,911,6377,0.015384615384615384
805,5,3.3466818911524636,0.37831398942857397,14.0,941,6587,0.014893617021276593
806,5,3.4343721822580067,0.40731242796033185,14.0,1004,7028,0.013958125623130608
807,5,3.233344366083628,0.36912427477913345,16.0,1086,8688,0.014746543778801843
808,4,2.6826137200434537,0.05297019450051407,15.877862595419847,1048,8320,0.01516510276544398
809,5,3.502989764802687,0.4239083734959251,14.0,1037,7259,0.013513513513513516
810,6,3.4307549686842878,0.41649864574171097,14.0,941,6587,0.014893617021276593
811,5,3.247785313060394,0.39082296816789364,16.0,1039,8312,0.015414258188824664
812,5,3.152719870220655,0.40803179781777366,18.0,1098,9882,0.01640838650865998
813,5,3.2552025359132966,0.3823162308317576,16.0,1087,8696,0.014732965009208104
814,4,2.7465258754719777,0.048581083147202594,13.90576923076923,1040,7231,0.013383800992078185
815,4,2.7532446080513475,0.04751316916359356,13.902874132804758,1009,7014,0.013792533861909482
816,6,3.6475989489482195,0.41204886717325173,12.0,908,5448,0.013230429988974644
817,4,2.6814009333514566,0.051399864722767516,15.878211227402474,1051,8344,0.015122105930859499
818,5,3.3875566294170945,0.38930423314582746,14.0,946,6622,0.014814814814814815
819,5,3.46600072470155,0.41306767774829634,14.0,1011,7077,0.013861386138613865
820,5,3.485942340001698,0.42515053999946184,14.0,1007,7049,0.013916500994035784
821,4,2.753021385590387,0.049702060461993144,13.904946653734239,1031,7168,0.013499948207508968
822,4,2.731733115404822,0.04719313688555092,13.894168466522679,926,6433,0.015020722666511003
823,4,2.6852275129960557,0.051543202923119195,15.877862595419847,1048,8320,0.01516510276544398
824,4,2.7626458845650346,0.04490732563530218,13.904109589041095,1022,7105,0.01361812888250842
825,4,2.667055465719411,0.05164691147054993,15.865546218487395,952,7552,0.016683013899566137
826,4,2.6802755657910624,0.05364398202256086,15.878557874762809,1054,8368,0.015079352207751954
827,4,2.6843352126842954,0.05016701366168989,15.875607385811467,1029,8168,0.015443197846120105
828,4,2.739092321323234,0.042010099359783455,13.89382448537378,923,6412,0.01506922395376766
829,5,3.2113573191748914,0.386547681531591,16.0,989,7912,0.016194331983805668
830,4,2.6762013604847,0.055066185047610926,15.877862595419847,1048,8320,0.015165102765443982
831,5,3.3499997880933914,0.3660160405569007,14.0,972,6804,0.014418125643666322
832,5,3.3594468358302847,0.376984727165861,14.0,964,6748,0.014537902388369677
833,4,2.6611982037531843,0.05606764053174735,15.869653767820774,982,7792,0.016177017092579793
834,5,3.40476140006265,0.4111919009682154,14.0,922,6454,0.015200868621064066
835,5,3.2335674523593263,0.3786935978802812,16.0,1055,8440,0.015180265654648957
836,5,3.3891080981629824,0.37074949460984546,14.0,1030,7210,0.013605442176870748
837,4,2.6657140711657497,0.05265648902253779,15.867494824016562,966,7664,0.016442999817633745
838,4,2.6879405687894993,0.05233262032349941,15.882460973370064,1089,8648,0.014597850159347487
839,5,3.314019954894174,0.3651921885847541,14.0,914,6398,0.015334063526834609
840,5,3.4134306727798625,0.39106264200671337,14.0,998,6986,0.014042126379137413
841,4,2.684648356178853,0.0532169526163607,15.881918819188192,1084,8608,0.014664744985399991
842,5,3.262977785729756,0.40128172521365746,16.0,1031,8248,0.015533980582524273
843,5,3.4677183473589124,0.41365814250706384,14.0,1026,7182,0.013658536585365859
844,5,3.3107484643167857,0.36469741006660567,14.0,914,6398,0.01533406352683461
845,4,2.6943994063441883,0.05072040580623992,15.882244710211591,1087,8632,0.01462453472395174
846,5,3.182205409933211,0.3718762022121059,16.0,948,7584,0.01689545934530095
847,5,3.4410637440266916,0.4255012005838607,14.0,927,6489,0.01511879049676026
848,4,2.7241332129272364,0.04978238873082625,13.895410885805763,937,6510,0.014845524450647185
849,4,2.7377152020828115,0.049778539643277504,13.898655635987591,967,6720,0.014387842273279081
850,5,3.367886738219735,0.37464175255403126,14.0,991,6937,0.01414141414141414
851,4,2.7233071040141428,0.049929157991417734,13.892661555312158,913,6342,0.01523318152994754
852,4,2.7276008210605287,0.050012843912472425,13.89428263214671,927,6440,0.01500462487272863
853,5,3.403023531015206,0.39731469137577735,14.0,962,6734,0.014568158168574402
854,5,3.127084017826303,0.39483091509713464,18.0,1090,9810,0.016528925619834708
855,4,2.6725281326768147,0.05074935188882831,15.867494824016562,966,7664,0.016442999817633742
856,5,3.3954927109211006,0.4045965813546167,14.0,912,6384,0.01536772777167947
857,5,3.3052452473853937,0.4183637899411313,16.0,1060,8480,0.015108593012275734
858,4,2.7249640868820015,0.054136871704212323,13.900709219858156,987,6860,0.014098082373081296
859,5,3.2326567231560603,0.3865418593503907,16.0,1023,8184,0.015655577299412915
860,4,2.6754602897301223,0.05151763971778502,15.875607385811467,1029,8168,0.015443197846120103
861,4,2.733251961195662,0.05061765057795486,13.89917695473251,972,6755,0.01431429140549177
862,5,3.262087124620871,0.38226107060217546,16.0,1096,8768,0.01461187214611872
863,4,2.722394805753847,0.04939080454586165,13.892896174863388,915,6356,0.015200105224139374
864,4,2.7106783741679648,0.053579613789925096,13.893593919652552,921,6398,0.01510173252136147
865,5,3.2208380408713406,0.3835632048981716,16.0,1005,8040,0.015936254980079674
866,4,2.7409304970016843,0.047994292171519765,13.898550724637682,966,6713,0.014402643237966507
867,5,3.386937805340704,0.3791022671615291,14.0,1017,7119,0.01377952755905512
868,5,3.3439597349161714,0.35305296604652286,14.0,998,6986,0.014042126379137413
869,5,3.2354665993888934,0.3825311024059173,16.0,1035,8280,0.01547388781431335
870,4,2.7645795359743444,0.047804526630777174,13.90558766859345,1038,7217,0.013409438446088186
871,5,3.365830187126333,0.37763974508647147,14.0,974,6818,0.01438848920863309
872,4,2.747393247269116,0.04800647685246445,13.902777777777779,1008,7007,0.013806134833940196
873,5,3.4197033560894816,0.40422539917618594,14.0,971,6797,0.01443298969072165
874,4,2.6850089974522064,0.051363323030501694,15.879245283018868,1060,8416,0.014994565895201956
875,5,3.227215819591854,0.3853519125900826,16.0,1014,8112,0.015794669299111545
876,5,3.288937887795212,0.42155424576435074,16.0,993,7944,0.016129032258064516
877,6,3.584885924885925,0.385964083787613,12.0,925,5550,0.012987012987012988
878,5,3.368812100369642,0.37422961254191367,14.0,986,6902,0.014213197969543147
879,5,3.3941792634272727,0.40498203603353056,14.0,939,6573,0.014925373134328354
880,5,3.4388326885916087,0.39711743263919563,14.0,1037,7259,0.013513513513513516
881,4,2.6822533932543466,0.05059496760877469,15.878095238095238,1050,8336,0.015136411094466383
882,4,2.7497513411105734,0.045850081085014545,13.900608519269777,986,6853,0.01411229291296424
883,4,2.68576410663768,0.048976296353954264,15.880597014925373,1072,8512,0.014827821675934055
884,5,3.3185936296497665,0.4235519135628276,16.0,1051,8408,0.01523809523809524
885,4,2.6780770942693777,0.05295586360164095,15.878557874762809,1054,8368,0.015079352207751955
886,5,3.405403148625126,0.39930440486019186,14.0,967,6769,0.014492753623188406
887,5,3.2446840371368673,0.3952196783407346,16.0,1008,8064,0.015888778550148957
888,4,2.7371219674310403,0.04909504597070308,13.902293120638086,1003,6972,0.013874544032572938
889,5,3.2524932592664784,0.408229457666617,16.0,993,7944,0.016129032258064516
890,4,2.678120342889476,0.05386855091209884,15.878557874762809,1054,8368,0.015079352207751954
891,4,2.670116872624105,0.056145768810147906,15.876567020250723,1037,8232,0.015324871641168651
892,5,3.2886525462597462,0.4127794830704959,16.0,1032,8256,0.015518913676042677
893,5,3.38415804336335,0.401900952339774,14.0,917,6419,0.015283842794759828
894,5,3.455001136074141,0.43174795811943517,14.0,934,6538,0.015005359056806002
895,5,3.2842762895813293,0.4188301262657284,16.0,1015,8120,0.015779092702169623
896,4,2.714996910147077,0.05264563060156121,13.891111111111112,900,6251,0.015451736497342725
897,5,3.364644210443649,0.382539602975625,14.0,958,6706,0.014629049111807737
898,4,2.6799223302439374,0.05157109138312595,15.875607385811467,1029,8168,0.015443197846120105
899,5,3.342946211331248,0.36416591953332544,14.0,960,6720,0.014598540145985406
900,5,3.4085171635742295,0.4021530770125277,14.0,956,6692,0.014659685863874347
901,4,2.6729850159611788,0.05260434890905665,15.877394636015326,1044,8288,0.015222813649103857
902,6,3.513219668890536,0.421164590822289,14.0,1065,7455,0.013157894736842106
903,4,2.6317930692319984,0.05519903778584106,17.851512373968834,1091,9738,0.016377534288044802
904,5,3.3643303212376403,0.3899113366535796,14.0,920,6440,0.01523394994559304
905,4,2.716696817092847,0.052118103120329794,13.89171270718232,905,6286,0.015366938835378671
906,5,3.3526787464143815,0.4409431528888705,16.0,1060,8480,0.01510859301227573
907,4,2.673991454815801,0.055316936935496136,15.87832699619772,1052,8352,0.015107827779445972
908,4,2.6614040217002892,0.05441966323640248,15.871097683786505,993,7880,0.015999090407042844
909,5,3.3897622343438236,0.4001076105807614,14.0,923,6461,0.015184381778741865
910,5,3.2709913307055434,0.41595721180424633,16.0,998,7984,0.0160481444332999
911,4,2.7377245072015617,0.04955220461527421,13.895410885805763,937,6510,0.014845524450647185
912,4,2.692261053615812,0.049677761755131784,15.877745940783191,1047,8312,0.015179489427134981
913,4,2.6912641692190893,0.047801692729474154,15.880485527544351,1071,8504,0.014841575259387245
914,4,2.7333638306272205,0.0520259562475953,13.899897854954034,979,6804,0.014212574493818032
915,5,3.35211688527312,0.381486243053178,14.0,951,6657,0.014736842105263158
916,4,2.7320403585531645,0.05205034656022759,13.898864809081527,969,6734,0.014358331414340422
917,5,3.2894633441371126,0.4147935306850237,16.0,1022,8176,0.015670910871694418
918,4,2.749273254270759,0.04887361394768857,13.899073120494336,971,6748,0.014328941361334366
919,5,3.2949357607881544,0.4169215068940037,16.0,1021,8168,0.01568627450980392
920,5,3.2556985439843564,0.38286368855385006,16.0,1066,8528,0.015023474178403756
921,4,2.733684537574528,0.052875515460452084,13.902874132804758,1009,7014,0.013792533861909482
922,5,3.523573806881243,0.3672138525732573,12.0,901,5406,0.013333333333333332
923,4,2.733325738094463,0.051943276514623195,13.901209677419354,992,6895,0.014027456788516
924,4,2.7314721957825117,0.05387628636768706,13.902970297029704,1010,7021,0.013778959660088906
925,4,2.715134720425059,0.05278423802056368,13.8951871657754,935,6496,0.014877074053292723
926,6,3.571403189808967,0.37966039966331855,12.0,907,5442,0.013245033112582781
927,4,2.7408692043163763,0.046138049502460025,13.895410885805763,937,6510,0.014845524450647185
928,4,2.667884092670912,0.05489774154600911,15.873267326732673,1010,8016,0.01573168218704923
929,4,2.67868155709281,0.05489864086684001,15.879359095193214,1061,8424,0.014980527448295486
930,5,3.204500983969996,0.3665348088918471,16.0,1034,8272,0.01548886737657309
931,4,2.7335091755486456,0.05024626416188503,13.896186440677965,944,6559,0.014736146808778331
932,5,3.250066422519029,0.3836869543687172,16.0,1056,8448,0.015165876777251187
933,4,2.76656177014332,0.042819670870145814,13.903732809430256,1018,7077,0.013671320363254922
934,5,3.3756530684063777,0.4024929784427084,14.0,902,6314,0.015538290788013321
935,5,3.3417245066762513,0.37298962883136116,14.0,947,6629,0.014799154334038056
936,5,3.450171080067163,0.41812066344416576,14.0,973,6811,0.014403292181069961
937,4,2.72970492234222,0.05077404897955305,13.897489539748953,956,6643,0.014552345067799953
938,4,2.6762092713510706,0.049674968762841824,15.871097683786505,993,7880,0.015999090407042848
939,4,2.6961855871551426,0.047262726975921564,15.877745940783191,1047,8312,0.015179489427134981
940,5,3.379054945054945,0.37907391794742906,14.0,1001,7007,0.014000000000000004
941,5,3.404168376684599,0.40036808314167,14.0,950,6650,0.014752370916754477
942,5,3.212490637783027,0.3798864902972004,16.0,1021,8168,0.01568627450980392
943,4,2.6668559896557142,0.05383657941571661,15.871614844533601,997,7912,0.01593535626961205
944,5,3.3733988857186135,0.3759976045457674,14.0,989,6923,0.01417004048582996
945,4,2.6798762877835154,0.05078670320190741,15.87426326129666,1018,8080,0.01560891176135365
946,4,2.6769881092153094,0.05115931323001058,15.873767258382642,1014,8048,0.015670056523576153
947,4,2.7186751233262862,0.05608932569884944,13.896405919661733,946,6573,0.014705191449377495
948,5,3.195823076312237,0.3631099851760299,16.0,1029,8232,0.01556420233463035
949,5,3.286451797031077,0.41301152187237405,16.0,1012,8096,0.015825914935707223
950,5,3.2340556197180517,0.3793172349826475,16.0,1045,8360,0.01532567049808429
951,4,2.7418209767102204,0.0511514365209279,13.904109589041095,1022,7105,0.013618128882508419
952,5,3.4292219604497163,0.421576832349742,14.0,914,6398,0.015334063526834609
953,5,3.2441972469419724,0.37495189265135126,16.0,1096,8768,0.014611872146118723
954,4,2.7340123205799154,0.049200819799386175,13.897596656217345,957,6650,0.014537234996043247
955,4,2.6954663236935184,0.04937492473163988,15.881371640407785,1079,8568,0.014732255696111116
956,5,3.2575880374773556,0.38092924792603505,16.0,1099,8792,0.014571948998178506
957,5,3.274871091180444,0.39580564729653106,16.0,1064,8512,0.015051740357478832
958,5,3.4262539041788638,0.4099708972313519,14.0,948,6636,0.01478352692713833
959,4,2.6538929029644134,0.06014288790371201,15.872509960159363,1004,7968,0.015825034855592585
960,4,2.818928763506576,0.04586238964274347,11.920441988950277,905,5394,0.013186329633794552
961,5,3.2590235856275616,0.3792325942768222,16.0,1085,8680,0.014760147601476014
962,5,3.4027662157474854,0.40124880641749006,14.0,961,6727,0.014583333333333334
963,4,2.6686056745659745,0.05400530457805405,15.870576339737108,989,7848,0.016063336376252135
964,4,2.740091783143447,0.04932291385128969,13.899692937563971,977,6790,0.014241488665536855
965,5,3.432478405811214,0.40978490077043234,14.0,983,6881,0.014256619144602849
966,5,3.3481776864611636,0.3603229816275891,14.0,994,6958,0.014098690835850958
967,4,2.6978404414281303,0.04671385304426524,15.88310502283105,1095,8696,0.014518377534580483
968,4,2.700707251659401,0.04750729983525853,15.881151346332405,1077,8552,0.014759434336740153
969,5,3.261834670113896,0.4013219863960789,16.0,1011,8088,0.01584158415841585
970,4,2.6787709603658536,0.05249404352608798,15.875121951219512,1025,8136,0.015503048780487805
971,4,2.732850664855747,0.05082573141662787,13.897489539748953,956,6643,0.014552345067799954
972,5,3.3705295489193796,0.3851030276476239,14.0,945,6615,0.01483050847457627
973,5,3.3985769601446494,0.39651858192987743,14.0,969,6783,0.014462809917355374
974,5,3.360507361306722,0.369181061318859,14.0,973,6811,0.014403292181069961
975,5,3.357332397332397,0.3838613966106235,14.0,925,6475,0.015151515151515152
976,4,2.759332241305676,0.045101019309793135,13.907020872865274,1054,7329,0.013207047362645087
977,4,2.6767564372272545,0.05171020231211698,15.87426326129666,1018,8080,0.015608911761353648
978,5,3.3950557186150285,0.40751841721961807,14.0,916,6412,0.015300546448087432
979,5,3.089576626670569,0.37794474241393744,18.0,1072,9648,0.01680672268907563
980,4,2.6801997367106996,0.05130793322733238,15.878095238095238,1050,8336,0.015136411094466385
981,5,3.3915114042969057,0.37832122235847554,14.0,1008,7056,0.013902681231380339
982,5,3.255197532697392,0.38147142095904124,16.0,1083,8664,0.014787430683918667
983,5,3.3947570021861395,0.38533167022736237,14.0,982,6874,0.014271151885830785
984,4,2.7470457154433117,0.04967938888945782,13.902390438247012,1004,6979,0.013860808014204397
985,5,3.268014293365861,0.4109387668384811,16.0,1012,8096,0.01582591493570722
986,5,3.317311542375185,0.42576035515477195,16.0,1044,8352,0.015340364333652925
987,4,2.6694796089818196,0.05270005258506753,15.872509960159363,1004,7968,0.015825034855592585
988,4,2.693867071659271,0.050957246557319785,15.882998171846435,1094,8688,0.014531562828770755
989,4,2.732635442865883,0.049929013155336564,13.895744680851063,940,6531,0.014798450139351507
990,4,2.669066199816029,0.05356062983536227,15.872763419483102,1006,7984,0.015793794447246864
991,5,3.3922722874227724,0.38638872046545003,14.0,984,6888,0.014242115971515767
992,4,2.670646742407508,0.05240009565279869,15.872382851445662,1003,7960,0.015840701448548565
993,4,2.674094648906845,0.05342002752464449,15.874877810361681,1023,8120,0.015533148542428259
994,4,2.716920370451142,0.05483580739471625,13.892189218921892,909,6314,0.01529976786224878
995,4,2.7278803063507713,0.0511524560374263,13.899795501022496,978,6797,0.01422701688948055
996,5,3.2692825942104093,0.40425122599576363,16.0,1040,8320,0.015399422521655439
997,5,3.2115318842372598,0.3660555041298759,16.0,1049,8392,0.015267175572519083
998,4,2.6775044955044955,0.051484389692241374,15.872127872127873,1001,7944,0.015872127872127873
999,4,2.6707704584764156,0.058214262763065974,15.878442545109213,1053,8360,0.015093576563792028
